,Potential_Customer,C_ID,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Pur_3_years_Total,Pur_5_years_Total,Ad_Res_1_Year_Total,Ad_Res_3_Year_Total,Ad_Res_5_Year_Total
353,1,94486.0,4.0,11.0,1.0,5.0,3.0,9.25,7.55,12.0,19.0,124.0,11.0,28.0,63.0,5.0,12.0,27.0,A,0,82.0,M,H,70789.0,5.0,16.0,16.0,40.0,90.0
354,1,94503.0,2.0,2.0,1.0,1.0,15.0,12.5,12.5,10.0,18.0,32.0,10.0,26.0,24.0,4.0,11.0,10.0,A,0,35.0,F,U,35456.0,3.0,3.0,14.0,37.0,34.0
355,0,94506.0,2.0,3.0,0.0,1.0,15.0,11.0,9.0,11.67,18.0,38.0,11.0,29.0,27.0,5.0,5.0,11.0,A,0,49.0,F,U,35456.0,2.0,4.0,16.0,34.0,38.0
356,0,94541.0,5.0,10.0,4.0,5.0,8.0,5.8,5.7,5.5,19.0,41.0,13.0,30.0,35.0,6.0,15.0,14.0,A,1,59.02,M,U,31228.0,9.0,15.0,19.0,45.0,49.0
357,0,94567.0,6.0,21.0,4.0,11.0,11.0,9.67,6.86,9.5,17.0,124.0,13.0,35.0,64.0,6.0,17.0,30.0,S,1,39.0,F,U,31228.0,10.0,32.0,19.0,52.0,94.0
358,1,4243.0,2.0,10.0,0.0,2.0,15.0,12.5,9.7,11.67,19.0,109.0,15.0,35.0,72.0,6.0,6.0,31.0,A,0,51.0,F,H,31228.0,2.0,12.0,21.0,41.0,103.0
359,0,94636.0,2.0,6.0,0.0,3.0,16.0,16.0,12.67,11.67,15.0,69.0,10.0,27.0,47.0,3.0,3.0,17.0,E,0,57.0,F,H,35000.0,2.0,9.0,13.0,30.0,64.0
360,0,94644.0,2.0,8.0,1.0,4.0,25.0,25.0,16.25,25.0,15.0,115.0,12.0,31.0,65.0,5.0,14.0,29.0,A,1,58.0,F,H,35000.0,3.0,12.0,17.0,45.0,94.0
361,1,12837.0,5.0,10.0,3.0,4.0,5.0,29.2,18.6,13.0,13.0,43.0,26.0,47.0,56.0,5.0,15.0,15.0,A,1,43.0,F,U,44284.5,8.0,14.0,31.0,62.0,71.0
362,1,441.0,11.0,28.0,4.0,7.0,5.0,5.0,5.5,5.0,8.0,80.0,25.0,47.0,90.0,11.0,22.0,34.0,S,1,56.0,F,U,19203.0,15.0,35.0,36.0,69.0,124.0
363,0,94690.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,20.0,20.0,8.0,15.0,13.0,3.0,6.0,5.0,F,0,35.0,F,H,69679.0,2.0,2.0,11.0,21.0,18.0
364,0,94779.0,2.0,12.0,1.0,8.0,15.0,12.5,8.83,10.0,16.0,113.0,13.0,31.0,68.0,6.0,14.0,30.0,A,1,40.0,F,H,58656.0,3.0,20.0,19.0,45.0,98.0
365,1,94757.0,4.0,12.0,3.0,7.0,10.0,13.0,11.25,13.33,18.0,65.0,13.0,33.0,55.0,6.0,17.0,23.0,S,1,51.0,M,H,58656.0,7.0,19.0,19.0,50.0,78.0
366,1,13566.0,4.0,12.0,1.0,3.0,10.0,13.5,10.75,14.0,4.0,62.0,33.0,50.0,68.0,7.0,14.0,20.0,A,0,59.02,M,H,58656.0,5.0,15.0,40.0,64.0,88.0
367,1,94851.0,4.0,13.0,1.0,6.0,10.0,10.0,7.31,10.0,19.0,80.0,13.0,33.0,59.0,6.0,15.0,24.0,A,1,81.0,F,H,91886.0,5.0,19.0,19.0,48.0,83.0
368,1,94915.0,1.0,6.0,1.0,3.0,15.0,15.0,12.17,15.0,15.0,92.0,10.0,25.0,47.0,2.0,8.0,17.0,E,0,54.0,F,H,48209.0,2.0,9.0,12.0,33.0,64.0
369,0,94913.0,5.0,9.0,2.0,2.0,10.0,10.8,9.78,11.5,18.0,56.0,13.0,34.0,45.0,6.0,16.0,19.0,A,0,49.0,F,U,48209.0,7.0,11.0,19.0,50.0,64.0
370,0,94921.0,0.0,12.0,0.0,4.0,15.0,0.0,17.92,11.67,18.0,87.0,13.0,13.0,62.0,6.0,6.0,24.0,A,1,61.0,F,H,48209.0,0.0,16.0,19.0,19.0,86.0
371,1,94902.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,24.0,24.0,11.0,21.0,22.0,5.0,9.0,8.0,N,0,59.02,M,U,44284.5,2.0,2.0,16.0,30.0,30.0
372,1,94920.0,1.0,6.0,0.0,5.0,20.0,20.0,21.17,11.67,17.0,88.0,13.0,31.0,58.0,6.0,6.0,22.0,A,1,56.0,F,H,48209.0,1.0,11.0,19.0,37.0,80.0
373,0,190902.0,1.0,8.0,0.0,4.0,17.0,17.0,14.5,11.67,26.0,104.0,10.0,29.0,63.0,4.0,4.0,26.0,A,0,69.0,M,U,48209.0,1.0,12.0,14.0,33.0,89.0
375,0,94975.0,2.0,3.0,2.0,2.0,15.0,13.5,10.67,13.5,20.0,38.0,14.0,31.0,32.0,6.0,13.0,12.0,A,0,75.0,M,U,44284.5,4.0,5.0,20.0,44.0,44.0
376,1,94021.0,1.0,1.0,0.0,0.0,20.0,20.0,20.0,11.67,20.0,20.0,10.0,16.0,15.0,4.0,4.0,5.0,F,0,58.0,M,U,56544.0,1.0,1.0,14.0,20.0,20.0
377,0,94019.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,19.0,19.0,10.0,17.0,15.0,4.0,7.0,6.0,F,0,45.0,F,H,56544.0,2.0,2.0,14.0,24.0,21.0
379,1,188377.0,4.0,7.0,3.0,5.0,5.0,9.25,7.86,10.67,6.0,53.0,20.0,39.0,48.0,8.0,16.0,18.0,A,0,78.0,F,H,56544.0,7.0,12.0,28.0,55.0,66.0
380,1,3933.0,1.0,16.0,1.0,9.0,11.0,11.0,8.56,11.0,21.0,139.0,18.0,36.0,72.0,6.0,14.0,27.0,A,1,31.0,M,U,44284.5,2.0,25.0,24.0,50.0,99.0
381,1,1249.0,5.0,13.0,3.0,7.0,11.0,11.4,9.38,13.33,7.0,69.0,23.0,44.0,88.0,11.0,21.0,35.0,A,1,59.02,M,U,44284.5,8.0,20.0,34.0,65.0,123.0
382,0,94881.0,3.0,4.0,1.0,2.0,10.0,15.0,13.75,10.0,16.0,41.0,14.0,34.0,35.0,6.0,15.0,14.0,A,0,59.02,F,U,44284.5,4.0,6.0,20.0,49.0,49.0
383,1,94884.0,1.0,3.0,0.0,1.0,35.0,35.0,30.0,11.67,18.0,57.0,13.0,32.0,42.0,6.0,6.0,18.0,A,0,54.0,M,H,53637.0,1.0,4.0,19.0,38.0,60.0
384,0,94609.0,4.0,15.0,3.0,12.0,5.0,5.25,4.73,5.0,17.0,122.0,12.0,31.0,65.0,6.0,15.0,28.0,S,1,28.0,M,U,40883.0,7.0,27.0,18.0,46.0,93.0
385,1,189508.0,7.0,24.0,3.0,12.0,6.0,5.0,4.67,4.67,15.0,124.0,12.0,30.0,70.0,5.0,13.0,27.0,S,1,59.02,M,U,44284.5,10.0,36.0,17.0,43.0,97.0
386,1,12785.0,9.0,15.0,5.0,6.0,10.0,7.67,7.93,8.4,13.0,42.0,32.0,53.0,57.0,8.0,18.0,17.0,S,1,87.0,F,H,64766.0,14.0,21.0,40.0,71.0,74.0
387,0,93636.0,2.0,9.0,1.0,4.0,22.0,21.0,13.0,20.0,18.0,84.0,13.0,33.0,58.0,6.0,15.0,23.0,S,1,87.0,F,U,36059.0,3.0,13.0,19.0,48.0,81.0
388,1,95097.0,3.0,9.0,3.0,8.0,15.0,13.0,9.33,13.0,17.0,114.0,13.0,33.0,67.0,6.0,15.0,29.0,A,0,63.0,M,H,55548.0,6.0,17.0,19.0,48.0,96.0
389,0,95059.0,3.0,8.0,3.0,6.0,10.0,23.67,17.75,23.67,17.0,88.0,12.0,32.0,58.0,6.0,17.0,25.0,S,1,70.0,F,H,46712.0,6.0,14.0,18.0,49.0,83.0
390,1,95132.0,2.0,5.0,0.0,2.0,20.0,17.5,14.0,11.67,17.0,75.0,13.0,29.0,48.0,6.0,6.0,18.0,A,0,81.0,F,U,43714.0,2.0,7.0,19.0,35.0,66.0
391,1,95151.0,3.0,3.0,1.0,1.0,11.0,7.67,7.67,5.0,18.0,24.0,12.0,23.0,20.0,6.0,11.0,9.0,N,0,51.0,F,U,40079.0,4.0,4.0,18.0,34.0,29.0
392,0,95163.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,24.0,24.0,7.0,17.0,15.0,3.0,7.0,6.0,N,0,73.0,M,H,55179.0,2.0,2.0,10.0,24.0,21.0
393,0,95180.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,48.0,F,H,45746.0,2.0,2.0,14.0,21.0,18.0
394,0,95200.0,4.0,17.0,3.0,13.0,20.0,21.75,15.29,22.33,18.0,124.0,14.0,35.0,78.0,6.0,16.0,32.0,S,1,55.0,M,H,43346.0,7.0,30.0,20.0,51.0,110.0
395,0,95202.0,2.0,12.0,2.0,9.0,20.0,20.0,9.08,20.0,24.0,125.0,11.0,28.0,66.0,6.0,14.0,29.0,A,1,59.02,M,U,44284.5,4.0,21.0,17.0,42.0,95.0
396,1,95208.0,5.0,10.0,3.0,5.0,10.0,8.0,8.9,8.33,18.0,54.0,13.0,35.0,46.0,6.0,17.0,19.0,A,1,74.0,F,U,41535.0,8.0,15.0,19.0,52.0,65.0
397,0,95436.0,3.0,10.0,2.0,7.0,10.0,10.67,7.5,11.0,18.0,101.0,15.0,34.0,64.0,6.0,15.0,24.0,A,0,37.0,M,H,41535.0,5.0,17.0,21.0,49.0,88.0
398,1,95240.0,6.0,32.0,2.0,13.0,12.0,11.33,10.72,11.5,18.0,109.0,15.0,37.0,76.0,6.0,17.0,30.0,S,1,45.0,M,H,57075.0,8.0,45.0,21.0,54.0,106.0
399,0,94214.0,5.0,15.0,1.0,8.0,10.0,9.6,8.0,10.0,17.0,122.0,14.0,34.0,75.0,6.0,16.0,30.0,S,1,85.0,M,U,44284.5,6.0,23.0,20.0,50.0,105.0
400,1,95260.0,13.0,39.0,8.0,21.0,3.0,3.15,2.58,2.63,15.0,130.0,14.0,33.0,80.0,6.0,17.0,35.0,S,1,59.02,M,U,44284.5,21.0,60.0,20.0,50.0,115.0
401,0,95282.0,2.0,4.0,0.0,2.0,20.0,15.0,11.5,11.67,15.0,45.0,9.0,26.0,32.0,3.0,3.0,12.0,E,0,56.0,M,H,49747.0,2.0,6.0,12.0,29.0,44.0
402,1,95351.0,2.0,28.0,1.0,11.0,10.0,13.5,8.07,13.0,26.0,124.0,5.0,21.0,58.0,2.0,10.0,24.0,A,1,59.0,F,H,46887.0,3.0,39.0,7.0,31.0,82.0
403,1,95347.0,4.0,9.0,3.0,5.0,7.0,6.75,8.22,6.67,17.0,89.0,13.0,31.0,59.0,6.0,14.0,23.0,A,0,60.0,M,H,46887.0,7.0,14.0,19.0,45.0,82.0
404,0,95343.0,3.0,8.0,0.0,4.0,15.0,12.33,9.0,11.67,15.0,81.0,14.0,31.0,58.0,6.0,6.0,20.0,S,1,35.0,M,H,46887.0,3.0,12.0,20.0,37.0,78.0
405,1,95341.0,2.0,11.0,2.0,8.0,30.0,27.5,21.09,27.5,16.0,76.0,8.0,17.0,33.0,4.0,11.0,17.0,S,1,59.02,F,U,44284.5,4.0,19.0,12.0,28.0,50.0
406,0,95406.0,2.0,15.0,1.0,10.0,15.0,15.0,7.27,15.0,19.0,126.0,13.0,33.0,74.0,5.0,14.0,29.0,A,1,59.02,M,U,44284.5,3.0,25.0,18.0,47.0,103.0
407,1,95408.0,2.0,2.0,1.0,1.0,15.0,10.0,10.0,15.0,21.0,27.0,12.0,24.0,22.0,5.0,11.0,9.0,A,0,45.0,F,H,50395.0,3.0,3.0,17.0,35.0,31.0
408,0,95452.0,4.0,8.0,2.0,3.0,10.0,7.0,5.25,6.5,19.0,45.0,12.0,33.0,40.0,6.0,16.0,16.0,A,0,33.0,F,H,44777.0,6.0,11.0,18.0,49.0,56.0
409,1,95450.0,6.0,6.0,3.0,3.0,9.0,10.17,10.17,12.0,20.0,32.0,12.0,26.0,25.0,6.0,13.0,11.0,A,1,45.0,F,H,44777.0,9.0,9.0,18.0,39.0,36.0
410,1,95467.0,8.0,32.0,6.0,15.0,6.0,5.88,5.94,6.5,19.0,92.0,15.0,36.0,73.0,7.0,18.0,28.0,S,1,72.0,F,H,65091.0,14.0,47.0,22.0,54.0,101.0
411,1,5172.0,2.0,18.0,1.0,11.0,10.0,16.0,10.61,17.0,5.0,130.0,23.0,41.0,99.0,6.0,14.0,31.0,S,1,36.0,M,H,39562.0,3.0,29.0,29.0,55.0,130.0
412,1,95525.0,1.0,2.0,0.0,1.0,25.0,25.0,37.5,11.67,18.0,44.0,14.0,33.0,37.0,6.0,6.0,15.0,A,0,59.02,M,U,61929.0,1.0,3.0,20.0,39.0,52.0
413,0,95526.0,2.0,5.0,1.0,3.0,10.0,12.5,7.2,10.0,16.0,69.0,13.0,25.0,38.0,5.0,10.0,13.0,A,0,81.0,F,H,61929.0,3.0,8.0,18.0,35.0,51.0
414,1,95536.0,1.0,3.0,1.0,1.0,20.0,20.0,16.67,20.0,16.0,23.0,15.0,22.0,20.0,6.0,10.0,8.0,N,0,51.0,F,U,44284.5,2.0,4.0,21.0,32.0,28.0
415,1,95563.0,4.0,17.0,2.0,9.0,5.0,3.75,3.12,4.0,17.0,126.0,12.0,29.0,63.0,5.0,12.0,26.0,A,1,64.0,M,H,37320.0,6.0,26.0,17.0,41.0,89.0
416,0,95561.0,7.0,31.0,4.0,18.0,11.0,11.14,6.68,12.0,18.0,113.0,15.0,36.0,81.0,6.0,17.0,30.0,S,1,79.0,F,H,37320.0,11.0,49.0,21.0,53.0,111.0
417,0,95604.0,1.0,11.0,0.0,6.0,25.0,25.0,15.45,11.67,18.0,113.0,14.0,36.0,69.0,6.0,6.0,30.0,A,1,59.02,M,U,45463.0,1.0,17.0,20.0,42.0,99.0
418,0,95584.0,3.0,4.0,3.0,3.0,20.0,13.33,12.5,13.33,21.0,28.0,14.0,27.0,26.0,6.0,13.0,11.0,A,1,59.02,F,U,44284.5,6.0,7.0,20.0,40.0,37.0
419,0,95590.0,3.0,5.0,1.0,3.0,10.0,9.0,6.8,10.0,17.0,65.0,14.0,25.0,36.0,6.0,10.0,13.0,A,0,81.0,M,H,45463.0,4.0,8.0,20.0,35.0,49.0
420,1,95582.0,2.0,2.0,2.0,2.0,15.0,15.0,15.0,15.0,24.0,29.0,10.0,23.0,22.0,4.0,10.0,9.0,A,0,59.02,F,U,44284.5,4.0,4.0,14.0,33.0,31.0
421,1,95654.0,2.0,6.0,0.0,2.0,20.0,16.0,10.67,11.67,17.0,76.0,14.0,32.0,48.0,6.0,6.0,18.0,A,0,64.0,M,H,59774.0,2.0,8.0,20.0,38.0,66.0
422,0,95655.0,4.0,13.0,3.0,6.0,11.0,9.5,9.08,11.0,18.0,76.0,14.0,36.0,62.0,6.0,17.0,25.0,S,1,59.01903261470372,F,U,44284.5,7.0,19.0,20.0,53.0,87.0
423,0,95665.0,1.0,14.0,1.0,10.0,12.0,12.0,6.79,12.0,21.0,127.0,12.0,30.0,66.0,4.0,12.0,28.0,A,1,83.0,M,U,59774.0,2.0,24.0,16.0,42.0,94.0
424,0,95681.0,2.0,2.0,2.0,2.0,50.0,50.0,50.0,50.0,24.0,29.0,12.0,26.0,25.0,6.0,13.0,11.0,A,0,80.0,M,H,55033.0,4.0,4.0,18.0,39.0,36.0
425,1,95701.0,5.0,43.0,4.0,23.0,10.0,10.0,8.37,10.0,21.0,130.0,11.0,32.0,83.0,5.0,16.0,33.0,S,1,53.0,M,U,55033.0,9.0,66.0,16.0,48.0,116.0
427,1,95728.0,2.0,12.0,1.0,5.0,25.0,25.0,12.83,25.0,25.0,87.0,13.0,35.0,64.0,6.0,17.0,25.0,A,1,69.0,F,H,49558.0,3.0,17.0,19.0,52.0,89.0
428,0,95755.0,2.0,13.0,0.0,6.0,15.0,14.0,9.85,11.67,18.0,120.0,10.0,29.0,61.0,4.0,4.0,28.0,A,1,87.0,M,H,52567.0,2.0,19.0,14.0,33.0,89.0
429,0,95762.0,4.0,6.0,1.0,2.0,11.0,9.5,8.17,5.0,18.0,38.0,13.0,34.0,33.0,6.0,16.0,15.0,A,0,59.0,F,H,79452.0,5.0,8.0,19.0,50.0,48.0
430,1,95800.0,3.0,5.0,2.0,3.0,16.0,13.67,10.2,15.5,21.0,45.0,12.0,32.0,37.0,6.0,16.0,16.0,A,0,87.0,M,H,44756.0,5.0,8.0,18.0,48.0,53.0
431,0,95806.0,3.0,6.0,1.0,2.0,20.0,11.67,8.67,20.0,17.0,57.0,13.0,32.0,44.0,6.0,14.0,17.0,A,0,17.0,M,H,44756.0,4.0,8.0,19.0,46.0,61.0
432,1,95831.0,1.0,2.0,1.0,1.0,6.0,15.0,10.5,15.0,15.0,17.0,11.0,16.0,14.0,4.0,6.0,5.0,F,0,70.0,M,U,44698.0,2.0,3.0,15.0,22.0,19.0
433,1,95879.0,3.0,5.0,1.0,2.0,20.0,21.67,23.0,20.0,16.0,45.0,15.0,37.0,42.0,6.0,17.0,17.0,A,0,54.0,F,H,45055.0,4.0,7.0,21.0,54.0,59.0
434,1,6076.0,2.0,23.0,0.0,10.0,8.0,9.5,5.43,11.67,25.0,121.0,22.0,40.0,100.0,4.0,4.0,27.0,A,1,78.0,F,H,45055.0,2.0,33.0,26.0,44.0,127.0
435,1,95951.0,1.0,13.0,1.0,6.0,15.0,15.0,8.08,15.0,22.0,64.0,12.0,31.0,53.0,6.0,15.0,20.0,A,1,49.0,F,H,48341.0,2.0,19.0,18.0,46.0,73.0
436,1,95943.0,4.0,6.0,2.0,3.0,15.0,10.0,10.0,10.0,18.0,41.0,13.0,33.0,37.0,6.0,15.0,14.0,A,0,68.0,M,H,48341.0,6.0,9.0,19.0,48.0,51.0
437,0,95985.0,2.0,3.0,0.0,0.0,20.0,22.5,20.0,11.67,20.0,31.0,13.0,27.0,25.0,6.0,6.0,10.0,A,0,48.0,M,U,44284.5,2.0,3.0,19.0,33.0,35.0
438,0,95991.0,10.0,27.0,6.0,14.0,3.0,3.1,2.93,3.0,17.0,87.0,7.0,26.0,61.0,4.0,15.0,23.0,S,1,59.02,F,U,62589.0,16.0,41.0,11.0,41.0,84.0
439,1,96000.0,2.0,24.0,0.0,12.0,10.0,7.5,3.58,11.67,25.0,130.0,9.0,28.0,72.0,4.0,4.0,28.0,A,1,83.0,M,H,41240.0,2.0,36.0,13.0,32.0,100.0
440,1,96003.0,3.0,10.0,3.0,4.0,5.0,7.0,4.8,7.0,17.0,98.0,9.0,25.0,47.0,5.0,12.0,18.0,A,1,75.0,F,H,44375.0,6.0,14.0,14.0,37.0,65.0
441,1,96008.0,8.0,31.0,5.0,18.0,5.0,5.0,4.84,5.0,16.0,118.0,11.0,31.0,73.0,5.0,15.0,32.0,S,1,59.02,F,H,45333.0,13.0,49.0,16.0,46.0,105.0
442,1,96031.0,2.0,7.0,1.0,3.0,15.0,10.0,6.0,5.0,26.0,64.0,7.0,22.0,41.0,4.0,12.0,15.0,A,1,61.0,M,H,51181.0,3.0,10.0,11.0,34.0,56.0
443,1,96039.0,7.0,28.0,3.0,15.0,8.0,8.29,6.89,8.67,19.0,105.0,13.0,35.0,78.0,6.0,17.0,30.0,S,1,63.0,F,U,44284.5,10.0,43.0,19.0,52.0,108.0
444,0,96040.0,8.0,32.0,6.0,19.0,6.0,5.75,4.5,5.5,17.0,130.0,11.0,28.0,72.0,6.0,16.0,32.0,S,1,17.0,M,H,53010.0,14.0,51.0,17.0,44.0,104.0
445,1,96047.0,4.0,9.0,2.0,4.0,15.0,15.5,14.22,15.0,17.0,67.0,13.0,34.0,58.0,6.0,16.0,23.0,A,1,41.0,M,U,48554.0,6.0,13.0,19.0,50.0,81.0
446,1,96075.0,5.0,20.0,2.0,9.0,5.0,5.0,4.7,5.0,16.0,104.0,13.0,32.0,68.0,5.0,13.0,26.0,S,1,73.0,M,H,47942.0,7.0,29.0,18.0,45.0,94.0
447,1,96080.0,3.0,18.0,3.0,12.0,3.0,5.67,3.44,5.67,16.0,119.0,10.0,27.0,62.0,4.0,11.0,26.0,S,1,77.0,F,U,47942.0,6.0,30.0,14.0,38.0,88.0
448,1,96093.0,5.0,12.0,4.0,8.0,8.0,6.4,5.67,6.25,17.0,101.0,14.0,31.0,52.0,6.0,14.0,21.0,A,1,59.02,M,H,48602.0,9.0,20.0,20.0,45.0,73.0
449,0,96156.0,1.0,1.0,1.0,1.0,23.0,23.0,23.0,23.0,16.0,16.0,11.0,16.0,14.0,5.0,7.0,6.0,F,0,72.0,F,H,49292.0,2.0,2.0,16.0,23.0,20.0
450,1,96175.0,10.0,18.0,4.0,5.0,6.0,5.8,5.56,6.0,20.0,52.0,6.0,26.0,40.0,4.0,15.0,17.0,S,1,82.0,M,U,42796.0,14.0,23.0,10.0,41.0,57.0
451,0,190679.0,2.0,11.0,1.0,4.0,12.0,11.0,9.18,10.0,18.0,77.0,13.0,33.0,57.0,6.0,15.0,22.0,A,0,67.0,F,U,45250.0,3.0,15.0,19.0,48.0,79.0
452,1,96220.0,3.0,14.0,1.0,8.0,12.0,12.33,7.71,13.0,20.0,93.0,13.0,34.0,66.0,6.0,16.0,27.0,A,1,62.0,F,U,39649.0,4.0,22.0,19.0,50.0,93.0
453,0,96253.0,1.0,9.0,1.0,4.0,25.0,25.0,16.33,25.0,16.0,101.0,13.0,34.0,66.0,6.0,17.0,28.0,A,0,75.0,M,H,37883.0,2.0,13.0,19.0,51.0,94.0
454,1,96251.0,4.0,15.0,3.0,9.0,5.0,7.5,5.87,6.67,17.0,89.0,13.0,32.0,60.0,6.0,17.0,25.0,A,1,53.0,F,H,37883.0,7.0,24.0,19.0,49.0,85.0
455,0,96273.0,3.0,5.0,1.0,2.0,15.0,12.67,12.2,10.0,18.0,41.0,13.0,35.0,36.0,6.0,17.0,16.0,A,0,59.02,M,U,44284.5,4.0,7.0,19.0,52.0,52.0
456,1,96344.0,3.0,19.0,1.0,11.0,10.0,9.0,6.16,7.0,15.0,129.0,7.0,22.0,62.0,3.0,10.0,25.0,A,1,59.02,F,H,41210.0,4.0,30.0,10.0,32.0,87.0
457,0,96417.0,2.0,7.0,1.0,4.0,20.0,16.0,9.57,12.0,19.0,100.0,13.0,31.0,60.0,6.0,14.0,24.0,A,1,51.0,F,H,67560.0,3.0,11.0,19.0,45.0,84.0
458,1,96426.0,5.0,13.0,4.0,9.0,10.0,11.0,7.92,11.25,15.0,123.0,13.0,30.0,71.0,6.0,15.0,30.0,S,1,39.0,M,U,65846.0,9.0,22.0,19.0,45.0,101.0
459,0,190515.0,3.0,7.0,2.0,5.0,15.0,14.33,11.0,14.5,15.0,92.0,12.0,29.0,54.0,5.0,12.0,20.0,A,0,64.0,M,U,65846.0,5.0,12.0,17.0,41.0,74.0
460,1,96441.0,2.0,10.0,1.0,8.0,25.0,25.0,14.7,25.0,24.0,86.0,13.0,35.0,60.0,6.0,17.0,27.0,A,1,73.0,M,H,63159.0,3.0,18.0,19.0,52.0,87.0
461,1,96348.0,3.0,3.0,3.0,3.0,10.0,6.67,6.67,6.67,17.0,24.0,13.0,23.0,22.0,6.0,11.0,9.0,N,1,73.0,F,H,63159.0,6.0,6.0,19.0,34.0,31.0
462,1,96448.0,4.0,11.0,1.0,5.0,10.0,8.5,6.91,10.0,16.0,122.0,9.0,20.0,44.0,4.0,8.0,17.0,A,0,76.0,F,U,63159.0,5.0,16.0,13.0,28.0,61.0
463,0,96482.0,2.0,10.0,2.0,6.0,10.0,10.0,7.8,10.0,18.0,78.0,14.0,33.0,56.0,6.0,15.0,23.0,A,1,43.0,F,H,47473.0,4.0,16.0,20.0,48.0,79.0
464,0,96454.0,1.0,2.0,1.0,1.0,3.0,28.0,15.5,28.0,15.0,17.0,12.0,17.0,15.0,5.0,7.0,6.0,N,0,72.0,M,U,47473.0,2.0,3.0,17.0,24.0,21.0
465,0,4194.0,2.0,9.0,1.0,7.0,150.0,150.0,111.11,150.0,18.0,130.0,20.0,42.0,93.0,7.0,18.0,37.0,A,0,73.0,F,H,58514.0,3.0,16.0,27.0,60.0,130.0
466,1,96548.0,3.0,5.0,2.0,3.0,10.0,6.67,7.0,6.5,18.0,38.0,12.0,29.0,30.0,6.0,13.0,12.0,A,0,65.0,F,H,35263.0,5.0,8.0,18.0,42.0,42.0
467,0,96589.0,2.0,8.0,0.0,2.0,25.0,25.0,20.25,11.67,15.0,112.0,13.0,32.0,63.0,6.0,6.0,25.0,A,0,76.0,F,H,42757.0,2.0,10.0,19.0,38.0,88.0
468,0,96644.0,4.0,5.0,2.0,3.0,20.0,18.5,15.8,17.0,16.0,50.0,14.0,29.0,36.0,6.0,13.0,15.0,A,0,55.0,M,H,52294.0,6.0,8.0,20.0,42.0,51.0
469,1,185149.0,1.0,17.0,1.0,11.0,0.0,10.0,8.65,10.0,4.0,113.0,14.0,32.0,77.0,5.0,13.0,28.0,A,1,76.0,M,H,52294.0,2.0,28.0,19.0,45.0,105.0
470,0,96690.0,3.0,16.0,3.0,10.0,20.0,21.67,16.94,21.67,25.0,113.0,13.0,34.0,75.0,6.0,17.0,30.0,A,1,79.0,M,H,60977.0,6.0,26.0,19.0,51.0,105.0
471,1,96679.0,7.0,14.0,3.0,5.0,5.0,5.71,6.43,5.0,15.0,64.0,14.0,36.0,52.0,6.0,17.0,21.0,S,1,47.0,M,H,60977.0,10.0,19.0,20.0,53.0,73.0
472,0,96673.0,10.0,11.0,7.0,8.0,7.0,5.6,5.36,5.14,17.0,41.0,13.0,31.0,32.0,6.0,16.0,15.0,S,1,59.02,M,H,60977.0,17.0,19.0,19.0,47.0,47.0
473,0,96729.0,5.0,7.0,3.0,4.0,8.0,7.0,6.86,6.67,17.0,40.0,14.0,33.0,36.0,6.0,15.0,15.0,A,1,59.02,F,U,44284.5,8.0,11.0,20.0,48.0,51.0
474,1,96763.0,4.0,16.0,3.0,13.0,20.0,16.25,10.75,15.0,19.0,105.0,13.0,35.0,75.0,6.0,17.0,30.0,S,1,79.0,F,H,48940.0,7.0,29.0,19.0,52.0,105.0
475,0,96778.0,1.0,5.0,0.0,3.0,15.0,15.0,6.6,11.67,26.0,81.0,9.0,27.0,45.0,4.0,4.0,17.0,A,0,59.02,F,H,78594.0,1.0,8.0,13.0,31.0,62.0
476,0,96773.0,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,14.0,4.0,6.0,5.0,F,0,56.0,M,H,78594.0,2.0,2.0,14.0,21.0,19.0
477,0,96849.0,1.0,6.0,0.0,5.0,15.0,15.0,10.83,11.67,19.0,129.0,10.0,28.0,57.0,4.0,4.0,28.0,A,0,50.0,F,U,58068.0,1.0,11.0,14.0,32.0,85.0
478,0,96827.0,9.0,33.0,7.0,26.0,7.0,4.78,3.82,4.71,17.0,129.0,16.0,34.0,89.0,7.0,18.0,36.0,F,1,82.0,M,U,54688.0,16.0,59.0,23.0,52.0,125.0
479,0,96851.0,2.0,15.0,2.0,10.0,10.0,10.0,9.87,10.0,24.0,129.0,9.0,25.0,62.0,4.0,11.0,27.0,A,1,59.02,F,U,44284.5,4.0,25.0,13.0,36.0,89.0
